time,open,high,low,close,spread_price
2025-05-15 04:30:00,2083.12,2083.22,2082.32,2082.72,0.36
2025-05-15 04:45:00,2082.62,2083.22,2082.22,2083.02,0.36
2025-05-15 05:00:00,2083.02,2083.42,2081.62,2081.72,0.36
2025-05-15 05:15:00,2081.67,2082.22,2079.92,2080.02,0.36
2025-05-15 05:30:00,2080.02,2080.72,2078.42,2078.82,0.36
2025-05-15 05:45:00,2078.77,2079.52,2078.17,2079.42,0.36
2025-05-15 06:00:00,2079.47,2080.97,2078.77,2080.82,0.36
2025-05-15 06:15:00,2080.82,2082.52,2080.42,2082.32,0.36
2025-05-15 06:30:00,2082.32,2082.42,2080.42,2080.72,0.36
2025-05-15 06:45:00,2080.72,2081.67,2079.87,2080.82,0.36
2025-05-15 07:00:00,2080.82,2082.6,2078.9,2079.0,0.2
2025-05-15 07:15:00,2079.05,2080.4,2077.7,2078.8,0.2
2025-05-15 07:30:00,2078.9,2079.1,2074.6,2075.2,0.2
2025-05-15 07:45:00,2075.1,2077.6,2074.1,2076.1,0.2
2025-05-15 08:00:00,2076.1,2078.9,2075.8,2078.4,0.2
2025-05-15 08:15:00,2078.4,2080.1,2077.9,2078.3,0.2
2025-05-15 08:30:00,2078.3,2078.4,2076.55,2077.4,0.2
2025-05-15 08:45:00,2077.4,2077.85,2073.9,2076.2,0.2
2025-05-15 09:00:00,2076.2,2076.6,2075.3,2075.8,0.2
2025-05-15 09:15:00,2075.8,2077.9,2075.4,2077.7,0.2
2025-05-15 09:30:00,2077.7,2078.8,2077.0,2078.4,0.2
2025-05-15 09:45:00,2078.4,2079.85,2078.2,2079.4,0.2
2025-05-15 10:00:00,2079.4,2079.4,2075.7,2076.3,0.2
2025-05-15 10:15:00,2076.35,2077.0,2075.45,2076.35,0.2
2025-05-15 10:30:00,2076.35,2077.1,2076.15,2076.75,0.2
2025-05-15 10:45:00,2076.75,2078.6,2076.45,2078.1,0.2
2025-05-15 11:00:00,2078.1,2078.9,2076.7,2076.8,0.2
2025-05-15 11:15:00,2076.8,2077.85,2075.95,2077.65,0.2
2025-05-15 11:30:00,2077.65,2079.7,2077.6,2079.5,0.2
2025-05-15 11:45:00,2079.5,2081.15,2078.15,2081.1,0.2
2025-05-15 12:00:00,2081.1,2083.35,2080.45,2081.4,0.2
2025-05-15 12:15:00,2081.4,2081.4,2077.95,2079.3,0.2
2025-05-15 12:30:00,2079.3,2087.6,2075.57,2086.2,0.2
2025-05-15 12:45:00,2086.1,2086.1,2078.3,2080.5,0.2
2025-05-15 13:00:00,2080.4,2083.4,2079.8,2080.9,0.2
2025-05-15 13:15:00,2080.9,2081.9,2079.1,2080.65,0.2
2025-05-15 13:30:00,2080.65,2085.7,2078.9,2080.1,0.2
2025-05-15 13:45:00,2080.1,2080.55,2075.1,2077.3,0.2
2025-05-15 14:00:00,2077.3,2080.25,2073.25,2074.0,0.2
2025-05-15 14:15:00,2074.0,2078.25,2071.45,2072.6,0.2
2025-05-15 14:30:00,2072.6,2073.85,2068.47,2073.17,0.2
2025-05-15 14:45:00,2073.17,2076.35,2070.57,2076.25,0.2
2025-05-15 15:00:00,2076.25,2081.87,2075.37,2080.75,0.2
2025-05-15 15:15:00,2080.75,2085.45,2080.35,2084.1,0.2
2025-05-15 15:30:00,2084.1,2088.05,2082.85,2087.6,0.2
2025-05-15 15:45:00,2087.65,2088.7,2085.85,2088.45,0.2
2025-05-15 16:00:00,2088.45,2090.65,2087.6,2089.0,0.2
2025-05-15 16:15:00,2089.0,2089.45,2085.5,2086.65,0.2
2025-05-15 16:30:00,2086.7,2091.5,2086.35,2089.15,0.2
2025-05-15 16:45:00,2089.15,2091.65,2088.95,2091.35,0.2
2025-05-15 17:00:00,2091.35,2092.9,2090.35,2092.0,0.2
2025-05-15 17:15:00,2091.95,2094.25,2091.1,2092.65,0.2
2025-05-15 17:30:00,2092.6,2093.75,2089.55,2093.25,0.2
2025-05-15 17:45:00,2093.25,2093.8,2090.55,2091.45,0.2
2025-05-15 18:00:00,2091.45,2092.75,2089.6,2091.4,0.2
2025-05-15 18:15:00,2091.4,2092.45,2089.6,2090.95,0.2
2025-05-15 18:30:00,2090.95,2093.95,2090.4,2093.2,0.2
2025-05-15 18:45:00,2093.15,2093.6,2091.2,2092.85,0.2
2025-05-15 19:00:00,2092.9,2094.15,2091.25,2092.55,0.2
2025-05-15 19:15:00,2092.55,2094.45,2090.55,2092.1,0.2
2025-05-15 19:30:00,2092.05,2095.4,2092.05,2092.75,0.2
2025-05-15 19:45:00,2092.75,2097.15,2091.8,2096.85,0.2
2025-05-15 20:00:00,2096.85,2099.7,2095.95,2098.55,0.2
2025-05-15 20:15:00,2098.55,2100.15,2098.1,2098.85,0.2
2025-05-15 20:30:00,2098.85,2099.9,2098.8,2099.4,0.2
2025-05-15 20:45:00,2099.4,2100.05,2097.9,2098.07,0.2
2025-05-15 22:00:00,2098.37,2098.77,2096.77,2097.92,0.36
2025-05-15 22:15:00,2097.92,2098.32,2097.22,2097.72,0.36
2025-05-15 22:30:00,2097.82,2098.22,2097.02,2097.22,0.36
2025-05-15 22:45:00,2097.17,2097.42,2096.42,2096.52,0.36
2025-05-15 23:00:00,2096.52,2097.47,2096.42,2096.72,0.36
2025-05-15 23:15:00,2096.72,2097.52,2096.72,2096.87,0.36
2025-05-15 23:30:00,2096.92,2098.52,2096.87,2098.32,0.36
2025-05-15 23:45:00,2098.32,2098.57,2097.22,2097.92,0.36
2025-05-16 00:00:00,2098.02,2099.57,2097.52,2099.12,0.36
2025-05-16 00:15:00,2099.12,2099.22,2097.67,2097.82,0.36
2025-05-16 00:30:00,2097.77,2097.87,2096.77,2097.42,0.36
2025-05-16 00:45:00,2097.37,2097.42,2094.32,2094.52,0.36
2025-05-16 01:00:00,2094.47,2094.92,2094.02,2094.42,0.36
2025-05-16 01:15:00,2094.42,2094.72,2093.02,2094.22,0.36
2025-05-16 01:30:00,2094.32,2095.32,2093.92,2095.02,0.36
